D_15min,D_30min,D_45min,D_1h,D_2h,D_3h,D_6h,D_12h,D_24h
40.861066022184986,57.54666073349794,70.30887612166268,99.0194685212106,124.91009866237928,157.5703544046307,227.69878398609188,287.2352073563604,362.3386251816381
20.82397402817088,29.32743281518141,35.83142469930832,50.46316803505442,63.65777752810956,80.30238285878795,116.0418468132496,146.38331987514994,184.65818087293505
6.67904025409847e-06,6.67904025409847e-06,6.67904025409847e-06,6.67904025409847e-06,6.67904025409847e-06,6.67904025409847e-06,6.67904025409847e-06,6.67904025409847e-06,6.67904025409847e-06
