"","D_15min","D_30min","D_45min","D_1h","D_2h","D_3h","D_6h","D_12h","D_24h"
"1",16.881854356421,23.7755506592467,29.0482927196545,33.4842842033763,42.2394232765142,48.3868353572062,61.0385459414404,76.9983005323878,97.131053720773
"2",25.4068934359568,35.7817849406406,43.7171688632671,50.3932579071739,63.5695879922388,72.8213348882574,91.8619364602017,115.881085991722,146.180524905858
"3",30.6454877057242,43.1595564113868,52.7311205640073,60.7837384581659,76.6768685114827,87.8362137684339,110.802757193094,139.774364978422,176.32118189148
"4",34.7059326212482,48.8780818618449,59.7178525892904,68.8374207535498,86.8363479061471,99.474276475078,125.483825296529,158.294093398055,199.683265516493
"5",38.1440851550015,53.7202021653754,65.6338176904408,75.6568183235193,95.4388140272454,109.328722383173,137.91491414225,173.975540262892,219.464941830339
"6",41.1971147422885,58.019934770823,70.8871089024662,81.7123444655957,103.077679183317,118.07932743294,148.953540752206,187.900437654675,237.030783508216
"7",43.9905068864831,61.9540071205337,75.6936467964792,87.2528931797904,110.066915712955,126.085758652852,159.053414328063,200.641126164507,253.10278109169
"8",46.5997718309505,65.628764025837,80.1833604434397,92.4282351249259,116.595454823826,133.564443790499,168.487552001789,212.542008740615,268.115388601622
"9",49.0745376496206,69.1140991584187,84.4416439468738,97.3368050165759,122.787468966235,140.657627020698,177.435390546536,223.829439506819,282.354144996778
"10",51.4496527849275,72.4590913037606,88.5284603733545,102.047722936331,128.730151056282,147.465191082094,186.022929050415,234.662362545148,296.019553483896
"11",53.7509241755964,75.7000856503746,92.4882152422318,106.61217561122,134.48807161953,154.061103920911,194.343475865798,245.158483552015,309.260096279369
"12",55.9983480650406,78.8652438971023,96.3553157175352,111.069824554921,140.111262469526,160.502678846299,202.469330018398,255.409005586478,322.190823315046
"13",58.2080570115796,81.9772863239253,100.157520792234,115.452667861735,145.640088245425,166.836155058458,210.458820876625,265.487509402619,334.904554511994
"14",60.3935624637998,85.0552417723182,103.918079364542,119.787504790495,151.108355410895,173.10025912287,218.360800844831,275.455620847747,347.479029033858
"15",62.5665898718001,88.1156237737299,107.657167198303,124.097592164489,156.545401753087,179.328598569337,226.217664816933,285.366819812847,359.981710163963
"16",64.7376689721333,91.1732618770683,111.392902615308,128.403815171082,161.977573311354,185.551353768936,234.067484428591,295.269132527886,372.473181555333
"17",66.9165737009524,94.2419212001484,115.14210344566,132.725559906672,167.429325066622,191.796538814755,241.945598620558,305.207138009923,385.009678304985
"18",69.1126697903446,97.3347919668043,118.920885130321,137.081402816024,172.924090648488,198.090997803829,249.885870418555,315.223553453331,397.645086876295
"19",71.3352081390789,100.464902675427,122.745165518697,141.489692577961,178.485016366625,204.461245697502,257.921747653465,325.360572296614,410.432633030268
"20",73.5935909646643,103.645494934077,126.631122831538,145.969078004193,184.135627139371,210.934231167465,266.08722526881,335.661078144508,423.426413151975
"21",75.8976320315284,106.890389952696,130.595643430717,150.539024188439,189.900477600406,217.538082462758,274.417786209661,346.169831671213,436.682891493486
"22",78.2578300244034,110.214373548379,134.656792207735,155.220354728387,195.805836095547,224.30289095361,282.951389839774,356.934717479046,450.262473048779
"23",80.6856747132463,113.633627332571,138.834339396,160.035858987962,201.88045072594,231.261588662504,291.729578920777,368.008140519589,464.231265097267
"24",83.1940088332495,117.166238364592,143.150383251031,165.011009867597,208.156454793789,238.450985486041,300.798788036544,379.448676631914,478.663159308403
"25",85.7974751552973,120.832828783075,147.630119316272,170.174850545337,214.670485399751,245.913050589987,310.21196003473,391.323111635243,493.642403996109
"26",88.5130894303289,124.657362711863,152.302826277802,175.561130882326,221.465116984473,253.696554584598,320.030617581831,403.709054533713,509.266900598443
"27",91.360998232473,128.66821356798,157.203169970916,181.209810565433,228.590757498065,261.859241657494,330.327603243871,416.698394046225,525.652563986642
"28",94.3655109357934,132.899617445539,162.372979083313,187.169105979706,236.1082304685,270.470787429355,341.190810732893,430.402005462328,542.939260023086
"29",97.5565457400245,137.393709625321,167.863733304673,193.498358325559,244.092393045683,279.616943558389,352.728413201588,444.956345979549,561.299125382114
"30",100.971717349456,142.20346475623,173.740155556881,200.272174421775,252.637359500617,289.405521453524,365.076411518543,460.532976626919,580.948579171836
"31",104.659451738588,147.397083533856,180.08557151334,207.586604681938,261.864294557942,299.975319827609,378.409896109664,477.352768741168,602.166243979051
"32",108.68381107312,153.064787875399,187.010211750749,215.568713095444,271.933485640818,311.509953904355,392.960492089202,495.707910477878,625.320706425022
"33",113.132306025175,159.329823389686,194.664654254577,224.392072550341,283.063889757345,324.260247106038,409.044605704247,515.997538856583,650.915465924908
"34",118.12924326956,166.367257316472,203.262791207548,234.303238901196,295.566529745555,338.58248769819,427.111683948044,538.788617819911,679.665730538999
"35",123.86011471123,174.438327082053,213.123795079615,245.670125739247,309.905517599452,355.00833328641,447.83239699245,564.927177735299,712.638742277839
"36",130.620217531403,183.958914315506,224.755778236766,259.078439736971,326.819704772585,374.384165778005,472.274430305046,595.760071894204,751.533516295037
"37",138.923750650075,195.653190794004,239.043513194436,275.548067833958,347.595648142617,398.183784079028,502.296937136326,633.632566529779,799.308535815636
"38",149.794610592042,210.963160647019,257.748799654185,297.10985578372,374.795198901316,429.341884314807,541.601948895198,683.214663566334,861.854868624896
"39",165.79386449213,233.495701420125,285.2784181886,328.843547670995,414.826302317227,475.199006877131,599.449337789289,756.187414905371,953.907812410107
"40",197.680834456776,278.403698714627,340.145734178894,392.089701922683,494.609434721156,566.593561832089,714.740835987773,901.624192439896,1137.37195842382
