"","RMSE_L","RMSE_N"
"1",32.0265087006456,32.7532386770867
"2",37.2901074914996,37.4965623679916
"3",48.1851345573318,49.7099899413185
"4",55.943239620767,57.6057887936841
"5",83.0547205967847,83.0047031965638
"6",109.048781629547,107.974471294036
"7",165.412136999296,164.625375781805
"8",253.471936751605,253.562312716158
"9",319.595955162778,319.478748045045
